TARGET_FID,proyecto,region_zon,latitud,longitud,precio_m2,Total_Pric,superficie,niveles,torres,unidades,ascensor,dormitorio,sanitarios,parqueos,Dist_DBC,Dist_CH,Dist_Trans,Dist_Tra_1,Dist_Educa,Dist_Salud,Dist_Cultu,Dist_parqu,Dist_Resta,Dist_hotel,Dist_banco,Dist_Ofico,Dist_indus,Dist_Vías,Población
94,Cañada 16,Zona 16,14.592843,-90.4604,1678.076923,121808.8654,72.58,8,10,160,0,3,1,2,4.544440111,6.07995894,4.870184852,2.099651863,1.184595539,2.669416176,2.392486444,0.294231458,1.773458587,4.494946496,2.669222899,1.054053462,4.318243261,0.780532146,38996
95,Casa 5,Zona 5,14.635915,-90.493792,1464.666667,140828.7778,96.22944444,4,1,13,1,2.277777778,2.138888889,1.277777778,3.25618519,1.372078032,0.044250659,0.834502294,0.073912945,0.403948025,0.606423741,0.090679173,0.207037981,1.602538408,0.394296844,1.301394969,0.504027314,0.056620671,52970
96,Casa Acueducto,Zona 10,14.59256,-90.5164,1957,266455.6667,136.1666667,14,1,51,2,3,2.5,2,0.662200525,3.829105325,0.444943285,0.11904925,0.392874439,0.138567343,0.29720564,0.162673321,0.181713588,0.316518853,0.202207624,0.127747618,1.27402502,0.169115048,7700
97,Casa Alcalá,Zona 15,14.58246,-90.483662,1822,197660,108.5,7,1,35,2,3,2,2,2.670706762,5.369170803,3.839084526,0.981507688,0.343199629,0.125545791,0.546040896,0.146986501,0.372953792,2.326367709,0.122367526,0.271703373,2.777508851,0.148779883,11192
98,Casa Alhambra,Zona 15,14.58941335,-90.48834538,1952,224721,115.115,7,1,24,2,2.5,2,2,1.913548012,4.537110664,3.247345351,1.222956955,0.101865524,0.211535266,0.327617451,0.033919956,0.300330387,1.703718942,0.336269147,0.27787078,2.482092482,0.198407454,11192
99,Casa Américas,Zona 13,14.57805698,-90.52386434,1722.233333,131725.0333,77.66666667,12,1,53,2,2,1.683333333,1.666666667,2.249177473,5.375786153,0.213564819,1.165969458,0.163584027,0.153249263,0.064562973,0.077443586,0.426238021,0.751788783,0.288498016,0.243025978,0.76453566,1.208715242,25850
100,Casa Asunción,Zona 5,14.62653346,-90.49700537,1454.657895,114378.7368,78.63,12,1,132,3,3,2,1.868421053,2.283422099,1.199282702,0.070757543,1.191483623,0.213574745,0.189926837,0.434640575,0.384634956,0.15889635,1.507495871,0.134816576,0.788003246,0.587649481,0.040119521,52970
101,Casa Cañada,Zona 14,14.57861,-90.5166,2494.75,319251.25,128.4825,6,1,23,1,2.75,2.875,2,1.998123199,5.211020424,0.786087053,1.29099274,0.326607388,0.394995733,0.383216053,0.091051074,0.263510232,0.779084471,0.39089149,0.36429042,0.453344058,0.683907069,16390
102,Casa Clara,Zona 10,14.59632,-90.5109,2452.115385,256585.4615,109.0142308,16,1,56,2,2.192307692,2.230769231,1.730769231,0.151339154,3.384926641,0.890819992,0.357588836,0.216687312,0.268643196,0.184058529,0.391342192,0.13544556,0.081735644,0.340014161,0.150281694,1.57853274,0.350425756,7700
103,Casa Florentina,Zona 17,14.59621906,-90.46092107,878,70225,80,14,3,168,1,3,1,2,4.468570745,5.836724353,4.596984174,1.826828727,0.853795488,2.604322196,2.065252422,0.326623678,1.948238214,4.469812766,2.756825924,0.712759831,4.027900514,0.654601825,38996
104,Casa Irae,Zona 15,14.58692,-90.4919,2319,206389.5,89.3,17,1,35,2,2.75,2.375,2,1.738114858,4.622963041,2.938363154,0.789871354,0.072624238,0.327421763,0.433343159,0.234980071,0.439909877,1.401081258,0.310204565,0.244481017,2.061108157,0.235563406,11192
105,Casa Margarita,Zona 10,14.60249129,-90.50812366,1807,438375,242.59,18,2,68,4,2,2,2,0.029827051,2.759208745,1.030118823,0.173410581,0.115961483,0.300872242,0.197687453,0.283983413,0.303804697,0.365832872,0.113508379,0.051873798,1.333233669,0.181568424,7700
106,Casa Martí,Zona 2,14.65258,-90.5077,1612.875,94751.7,58.825,10,1,76,2,2.575,1.65,1.1,4.470363871,0.524257521,0.326758822,0.102100298,0.089256849,0.284259764,0.272644509,0.321266363,0.064922827,0.575987901,0.102490611,0.238377455,0.616897275,0.104304338,24185
107,Casa Once,Zona 14,14.584559,-90.5187,2273.378378,197470.5946,87.18837838,14,1,73,2,2.216216216,2.22972973,1.72972973,1.494109168,4.654822051,0.403330308,0.675561216,0.096607403,0.077257445,0.408901215,0.182388981,0.251664827,0.159884333,0.102437452,0.103033447,0.77332495,0.481664488,16390
108,Casa Roble,Zona 14,14.574055,-90.523388,2061.5,214970,106.43,19,1,67,2,2.25,2.25,1.75,2.626277294,5.764141037,0.076867846,1.506997397,0.096253448,0.290266295,0.269415339,0.086685789,0.71762587,0.912874537,0.154368651,0.642786493,0.526605106,1.440645745,16390
109,Casa San Pedrito,Zona 5,14.619154,-90.511109,1902.063291,120677.8861,63.44303797,11,1,70,2,2.291139241,1.430379747,1.518987342,1.135013533,1.120235443,0.403997285,0.437221714,0.174376728,0.200252864,0.223869241,0.124420166,0.197904545,0.379433411,0.189299865,0.107162262,0.125903612,0.362728163,52970
110,Casa Tres,Zona 3,14.62908,-90.5241,1764.75,88153.07143,50.5,8,1,53,2,2.25,1,1,2.122473784,0.340881811,0.439189108,0.427231508,0.142175071,0.297706505,0.447528285,0.31823614,0.582403056,0.337714349,0.227841064,0.248057513,0.237442076,0.511888771,41148
111,Casalini,Zona 10,14.594516,-90.509118,1721.961538,152715.9231,88.69230769,13,1,65,2,2.192307692,1.865384615,1.730769231,0.240379499,3.557137078,1.127934892,0.28407684,0.099818634,0.351728612,0.43666997,0.328015305,0.096172606,0.165243692,0.33161457,0.299821061,1.424710354,0.276477525,7700
112,Casalini Diagonal 6,Zona 10,14.592369,-90.504844,2008.8,150436.4,75.22,18,2,170,4,1.88,1.44,1.6,0.412437333,3.78854054,1.598318963,0.055848745,0.142492543,0.16261116,0.337844155,0.225506559,0.066918422,0.146853225,0.376165413,0.351815917,1.379914552,0.052150756,7700
113,Cassia,Zona 15,14.587449,-90.48662,2201.333333,170776.6667,78.29,10,1,70,2,2,1.833333333,1.666666667,2.156697114,4.790157307,3.451853809,1.160111916,0.125150997,0.4487077,0.158873354,0.070141533,0.09397893,1.902067866,0.236659565,0.274101113,2.57962962,0.217357575,11192
114,Castalia,Zona 15,14.580769,-90.487428,1926.533333,281029.4222,147.2,9,1,37,2,2.4,1.733333333,1.822222222,2.459900784,5.361070721,3.526422984,0.592819257,0.488478098,0.292649962,0.54521311,0.248684492,0.402827488,2.059092138,0.291310486,0.211801348,2.391512296,0.151541269,11192
115,Castaños de Cayala,Zona 16,14.610091,-90.487541,2282.333333,385543.6667,168.9133333,3,1,6,1,3,2.5,2,2.183780699,2.893571679,1.841274854,2.346352573,0.209295981,0.325256979,0.127958126,0.335175117,0.115441708,2.352203345,0.175704345,0.055387881,1.457281668,0.211602908,38996
116,Castellana Liberación,Zona 8,14.607286,-90.529315,1196.5,66826,56,12,1,110,2,2.5,1.5,1,1.142774831,2.580695902,0.820228203,0.102366732,0.165364751,0.257073667,0.297979693,0.220466492,0.676028826,0.548552377,0.275861185,0.250730872,0.269570121,0.158509818,9829
117,Celajes de San José,Villa Nueva,14.541599,-90.61314746,1024.96,61483.96,60,9,2,64,1,3,1,1.68,11.0773624,12.78738003,5.454411271,5.532887139,5.053383113,5.933802309,7.618922133,0.546836501,0.353975992,2.856562448,1.813221108,0.195967588,0.368105116,2.006896268,433734
118,Cendana Apartamentos,Zona 9,14.60703,-90.5214,2090.928571,119414.5,57.18142857,10,2,281,4,2,1.428571429,1.642857143,0.359456404,2.474605244,0.294713658,0.04723023,0.090059735,0.245043448,0.294913818,0.056392586,0.127783405,0.435334372,0.077228952,0.077203188,0.426680689,0.015038738,863
119,Centenario Tres 18,Zona 1,14.641596,-90.516953,1571.622642,106680.6981,71.95849057,3,1,18,0,1.811320755,1,1.358490566,3.265829305,0,0.162867099,0.010025155,0.044017484,0.055366323,0.030018835,0.187860492,0.1541843,0.221963928,0.110095345,0.301311968,0.984538535,0.586726377,46215
120,Cento,CAES,14.562718,-90.514313,947.7142857,59014.5,62.33571429,12,3,168,2,2.5,1,0.857142857,3.41885664,6.761698589,1.462304207,1.986918223,1.484775299,1.507443612,1.586810308,0.684066373,0.972496476,0.667058252,1.552331616,1.898607247,1.252653001,2.20040184,80582
121,Céntrico T1,Zona 5,14.61855,-90.503325,1507.162791,131458.7907,87.50697674,14,4,138,2,2.372093023,1.906976744,1.465116279,1.27541552,1.262353905,0.494621847,1.21351887,0.108790556,0.244539682,0.435435192,0.470780273,0.183068766,1.130965236,0.322951194,0.32789338,0.17789771,0.344745334,52970
122,Céntrico T2,Zona 5,14.61826,-90.5029,1508.444444,128761.7222,85.70666667,14,4,122,2,2.333333333,1.888888889,1.444444444,1.270333319,1.306417102,0.529393732,1.256558183,0.11375749,0.210021875,0.472071235,0.470952296,0.156462808,1.171517237,0.365275903,0.360825006,0.126597942,0.361809361,52970
123,Centriko 10,Zona 10,14.582937,-90.498048,1601.866667,175856.3667,111.16,6,1,10,1,2.166666667,1.983333333,1.566666667,1.571263458,4.828068895,2.454799818,0.062621749,0.217001389,0.557691495,0.863050106,0.175309563,0.079195537,1.083429611,0.070110635,0.07464815,1.359447349,0.089392497,7700
124,Centro Vivo,Zona 1,14.638788,-90.513416,1524.706667,97523.94667,64.09693333,7,2,186,5,1.333333333,1,0.853333333,3.011185995,0,0.159386163,0.225906054,0.141129449,0.350517698,0.063467818,0.24883669,0.03420662,0.2026445,0.080805123,0.162227384,0.915751874,0.479155411,46215
125,Centrum,Zona 1,14.63824376,-90.5126114,1616.020408,102636.0816,63.69387755,6,1,36,5,1.979591837,1.326530612,1.612244898,2.969157071,0,0.114076622,0.138585362,0.099562985,0.329933666,0.017776182,0.288043519,0.12095659,0.113164368,0.046759215,0.224881909,0.880348728,0.452137865,46215
126,Cercania,Zona 11,14.60408,-90.547657,1627,122900.75,75.5,9,1,56,2,2.5,1,1.75,2.890198778,3.747018865,0.193334698,0.650091891,0.081776175,0.218409975,0.298237758,0.404266362,0.313982169,0.122483613,0.095410585,0.384128084,0.440894792,0.114497841,35003
127,Chatelet,Zona 14,14.57797657,-90.52087051,1654,308772.5,186.5,16,1,47,2,2.5,2.5,2,2.185194502,5.338358002,0.406586227,1.34721706,0.452820575,0.192416185,0.237440821,0.172643468,0.256859938,0.780358083,0.390807281,0.373766773,0.884787944,0.982210852,16390
128,Citadel,Zona 16,14.594695,-90.461827,1653.073171,374475.1463,231.1970732,5,1,22,2,3,3.5,2,4.385918976,5.854022858,4.638126643,2.00411787,1.01992949,2.610936548,2.165709275,0.158512001,1.777841996,4.364239501,2.614604025,0.851992311,4.084557325,0.638674424,38996
129,Cittah,CAES,14.57369,-90.4838,1979.111111,354727.4444,179.9866667,5,5,35,1,3,2,2,3.200942226,6.154806742,4.005467112,0.409905526,1.144517811,0.862012932,1.309820754,0.787119731,0.254476123,2.528914562,0.219386417,0.441806094,2.825724817,0.027113144,11192
130,City Haus,Zona 10,14.59232924,-90.50814467,1862.347826,170797.3478,92.56217391,15,1,153,3,2.47826087,2.282608696,1.782608696,0.398886691,3.775339894,1.268233771,0.28801879,0.115164166,0.168660467,0.51784915,0.363382828,0.070333381,0.038195696,0.184114122,0.140132286,1.2389443,0.117059217,7700
131,Condado 14,Zona 14,14.580237,-90.504127,1773.909091,121986.0909,68.59090909,13,1,114,2,2,1.545454545,1.545454545,1.602126368,5.003241256,1.922961487,0.588916715,0.15577038,0.143490199,0.883171556,0.303239958,0.586185983,1.080463552,0.440248124,0.529744587,0.720773683,0.729015409,16390
132,Coruña Villas fase I (Torre 8 y 9),Mixco Zona 4,14.663047,-90.5398,1277,142364.1111,111.5,4,13,32,0,3,2.5,2,5.856005655,2.410117687,1.656816935,2.409351899,0.944678122,1.267283536,2.101477985,0.516728787,0.755352185,3.05192933,0.727097684,1.603918526,1.384296203,1.174126855,465775
133,Cuatro Venezia,Zona 4,14.62143679,-90.51355095,1410.25,101500.75,72.75,10,1,66,2,1,1,1,1.302830103,0.931605351,0.160476516,0.165333231,0.079802543,0.178385074,0.080139973,0.331728853,0.020311963,0.217311726,0.076068477,0.037892677,0.199370947,0.160567211,2375
134,Cupertino Muxbal,CAES,14.571829,-90.487143,1717.903226,236385.0484,138.5780645,11,4,118,2,2.048387097,1.741935484,1.612903226,3.113387203,6.203068515,3.680973752,0.047303215,1.145232654,1.065021293,1.439664475,0.740842906,0.130774389,2.152575751,0.233766098,0.162625266,2.551357908,0.074513286,11192
135,D'antaño,CAES,14.5376899,-90.4592779,1517.5,152036,101,6,4,62,1,2.5,2.5,2,7.520110088,10.46670412,7.440755064,0.707550071,3.232396095,5.139157412,5.619993646,0.866371823,0.234900047,0.789072314,0.436371608,0.156755844,0.703070853,0.200246282,80582
136,Destiny Apartamentos,CAES,14.55701606,-90.45850108,1737.630137,127313.6027,74.05890411,7,1,74,2,1.575342466,1.369863014,1.780821918,6.202631824,8.851307547,6.76856173,0.048349219,2.144046723,3.651083303,4.124157569,0.48974269,0.466833547,1.372736717,0.254094866,0.100962178,1.931290204,0.105848822,80582
137,Di Fiori,Zona 7,14.63254,-90.5636,1612.555556,129623.1852,80.58259259,10,5,249,2,2.518518519,1.944444444,2,5.187904759,4.057797314,0.792380936,2.186215922,0.161985957,0.510006377,0.325695726,0.2027414,0.146620141,1.382810719,0.061769207,0.168861143,0.067302377,0.273591727,137029
138,Diagoseis,Zona 10,14.601269,-90.5099,2323.90625,250024.5563,109.375,19,1,67,6,2.28125,2.45,2.05625,0,2.884820256,0.888050498,0.040363951,0.077167669,0.255699722,0.027845936,0.37292631,0.148743735,0.401013822,0.061832447,0.064563117,1.488962611,0.032118485,7700
139,Domos,Zona 16,14.621505,-90.465735,1560,153623.3333,98.38,4,1,15,2,2.333333333,2,2,4.57585648,4.357864713,2.94074376,1.291497039,0.350279121,0.534653051,0.794851311,0.455666879,0.387596196,3.195868693,0.757462435,0.368790665,2.142898682,0.346416729,38996
140,Doral,Zona 15,14.588989,-90.49105,1553.194444,217152.4444,140.76,8,1,30,2,2.055555556,1.958333333,1.722222222,1.695529979,4.462885691,2.993609417,0.973530289,0.060639301,0.105981955,0.440669425,0.042478906,0.452524846,1.43985454,0.118841133,0.147891436,2.216494007,0.043425043,11192
141,Dos Torres Del Zapote,Zona 2,14.666734,-90.513147,1439,110528.5385,76.61538462,14,2,144,2,2.538461538,1.538461538,1.538461538,5.794946545,1.826341183,0.805927469,1.381816158,0.813643889,0.869894902,0.720745635,0.112725174,0.829978339,1.909680668,0.905414688,1.525432949,1.087282576,1.053679711,24185
142,Dos Torres Del Zapote II,Zona 2,14.666734,-90.513147,1442.333333,112621.4444,78.44444444,14,2,116,3,2.555555556,1.555555556,1.555555556,5.794946545,1.826341183,0.805927469,1.381816158,0.813643889,0.869894902,0.720745635,0.112725174,0.829978339,1.909680668,0.905414688,1.525432949,1.087282576,1.053679711,24185
143,Dual Terra (T1),Zona 15,14.594696,-90.493217,1862,200842.1667,108.7166667,7,2,28,2,2.333333333,2.25,1.833333333,1.273004581,3.852936495,2.641641479,1.111991361,0.223818448,0.560581332,0.322070647,0.111621329,0.184346509,1.265272742,0.158577296,0.226891137,2.326703135,0.118549053,11192
144,Dual Vento (T2),Zona 15,14.594696,-90.493217,1933.5,181902.25,93.65,7,2,28,2,2,2.125,1.75,1.273004581,3.852936495,2.641641479,1.111991361,0.223818448,0.560581332,0.322070647,0.111621329,0.184346509,1.265272742,0.158577296,0.226891137,2.326703135,0.118549053,11192
145,DUO,Zona 2,14.6571,-90.5026,1835.533333,118590.6,64.7816,8,1,46,2,2,1.711111111,1.666666667,5.019907631,0.905494395,0.472321824,0.6046904,0.157069632,0.702634114,0.28206046,0.249644883,0.401869551,0.597856709,0.651959598,0.910565734,0.797133213,0.606456489,24185
146,Duplex,Zona 1,14.6366806,-90.51129918,806.556701,64329.49485,86.3814433,5,1,28,1,2.175257732,1,1.835051546,2.840255045,0,0.106423967,0.012825262,0.061821473,0.183956734,0.127416631,0.295984035,0.008412398,0.096682731,0.100432706,0.101909541,0.676268015,0.513898465,46215
147,Echo,Zona 14,14.57781,-90.522,2725.722222,492421.3611,180.7777778,19,2,78,6,2.361111111,2.861111111,2.111111111,2.228449688,5.371941783,0.328466004,1.318055765,0.338675551,0.181789116,0.133760697,0.070298836,0.342328011,0.81955244,0.352867409,0.313565398,0.863726858,1.076284366,16390
148,Edificio 7-47,Zona 4,14.61797944,-90.51489723,1828.75,86675,48.7975,7,1,30,1,1.25,1.25,1.25,0.936387944,1.293751142,0.200410152,0.080640611,0.131648922,0.08985863,0.205954659,0.087057036,0.058939277,0.043044635,0.107524255,0.123255253,0.394426316,0.083035162,2375
149,Edificio Alsacia,Zona 15,14.59567128,-90.49815382,1232,258331,214.5,6,1,30,2,2.5,2.5,2,0.770631565,3.59206963,2.138432677,0.686869216,0.476610196,0.900070444,0.361075919,0,0.214754636,0.855926105,0.207232056,0.550449977,2.043793568,0.30240441,11192
150,Edificio Belesa,Zona 16,14.614,-90.4857,2338.4,501606.8,214.3836,5,1,20,1,3,2.5,2,2.446550809,2.786915751,1.621069382,2.693254272,0.391240274,0.502920238,0.356665231,0.254163414,0.25934071,2.635772854,0.492560081,0.033422159,1.24095501,0.19397171,38996
151,Edwards,Zona 1,14.63724,-90.5145,1419,73819.5,52.025,2,1,9,0,1,1,0,2.844736825,0,0.149695192,0.185330201,0.161620311,0.269302295,0.083344838,0.247527196,0.017443113,0.241289983,0.057204398,0.087061102,0.72939687,0.633419813,46215
152,El Prado,Zona 1,14.640712,-90.5151,1666.833333,80948,52.89191667,5,1,40,0,1,1,0,3.18543313,0,0.156219405,0.078381275,0.124013683,0.183971139,0.10201127,0.081005091,0.011404428,0.075550825,0.038482176,0.110614495,0.973175751,0.570260824,46215
153,El Refugio de Alcalá,Zona 15,14.58269941,-90.4837298,1824.038462,226063.4615,124.7223077,12,1,42,2,2,2.269230769,2,2.651739606,5.344807378,3.826574764,0.993111801,0.319693002,0.125533559,0.524800254,0.155906357,0.351612968,2.311378601,0.126006414,0.260791804,2.772939795,0.158598765,11192
154,El Refugio de San Rafael 2,Zona 18,14.6633936,-90.4589232,1013,60777,60,6,2,192,1,3,1,2,7.538339722,4.743777034,1.085553294,0.218719486,0.148938658,0.933851954,1.255786495,0.844929492,1.077659108,1.459747693,1.062909947,0.565009673,0.537936761,0.897532344,205204
155,El Refugio de San Rafael 3,Zona 18,14.664509,-90.460295,938,56290,60,6,3,128,1,3,1,2,7.53199032,4.652191542,1.259205339,0.30580002,0.318164584,1.066694413,1.180550061,0.952305005,1.233322324,1.623557289,1.219393315,0.571285971,0.547192444,0.948409302,205204
156,El Refugio de San Rafael 4,Zona 18,14.66348518,-90.46003079,735,44086,60,7,4,112,0,3,1,2,7.471799846,4.642066097,1.16541408,0.329774065,0.259195832,1.043366446,1.157595246,0.948333014,1.129385152,1.521938067,1.115659211,0.498658718,0.474171419,0.860896289,205204
157,El Refugio de San Rafael 5,Zona 18,14.661463,-90.46003079,722,43335,60,5,7,140,0,3,1,2,7.320775402,4.579154539,1.02722048,0.336726163,0.295951448,1.07838736,1.089505829,0.932586068,0.95092545,1.352726347,0.93838477,0.356731427,0.324036002,0.675471581,205204
158,ELE de la Floresta,Zona 7,14.63952562,-90.55946043,1406.352941,122328.4118,87,5,4,67,1,3,2,1.823529412,5.200556279,3.71022096,0.865245603,2.079805731,0.173168624,0.535176379,0.251161504,0,0.840438475,1.774175478,0.616968083,0.437462174,0.464199076,0.378676585,137029
159,Elemento,Zona 13,14.57011,-90.5264,2238.71875,143329.25,63.544375,14,1,115,2,1.25,1.09375,1.25,3.081492637,6.199735089,0.065233623,1.674008549,0.199785992,0.205440953,0.33523446,0.031004563,0.749685839,0.885758456,0.20040842,0.827980362,0.191559923,1.936147142,25850
160,Elena (Bonan),Zona 1,14.63593655,-90.52223338,861.5,67269.92857,78.5,4,1,23,0,1.714285714,1.142857143,0.392857143,2.742520611,0,0.641005858,0.304580684,0.114244708,0.123239902,0.095960637,0.58787719,0.159299131,0.363799919,0.223471515,0.254301363,0.442136351,0.692504466,46215
161,Eleva,Zona 15,14.593183,-90.495078,1927.391304,196212.1304,102.85,12,1,55,2,2.086956522,2.282608696,1.782608696,1.144345312,3.925048713,2.493895475,0.876877944,0.447078304,0.573597529,0.420993062,0.118707708,0.139855919,1.046787207,0.094603661,0.155893994,2.089709217,0.121004129,11192
162,Elgin Towers,Zona 13,14.55487747,-90.52919729,1704.5,140658.5,83.195,10,8,320,2,2.5,2,2,4.627380511,7.747787561,1.521586346,0.643122217,0.611861718,0.884726981,1.026300852,0.755284344,0.530415655,2.223627531,0.38759657,1.793893298,0.215556666,0.65025343,25850
163,Enalto,Zona 15,14.5947,-90.4932,1954,168099.1429,86.08571429,7,2,38,2,2,1.857142857,1.571428571,1.274560815,3.853242136,2.643236702,1.113682274,0.222078425,0.560081379,0.322670229,0.113227689,0.186068319,1.267015221,0.160288405,0.227594082,2.327060228,0.120156033,11192
164,Engel,Zona 1,14.638268,-90.5143,1500.272727,106545.2727,71.06272727,5,1,38,1,1.909090909,1,0,2.949054904,0,0.10040497,0.191058001,0.155615751,0.261148146,0.022076483,0.30171728,0.009259552,0.231616477,0.015908507,0.071045615,0.817658514,0.581544836,46215
165,Entre Valles,Villa Nueva,14.51877314,-90.56724325,653.6363636,42510.63636,65,7,3,420,2,3,2,1,9.448145768,12.18483049,4.588800749,1.551690354,2.471490839,3.650873717,4.244642102,0.071050029,0.260602522,2.073424567,0.317364842,0.175692774,0.316330579,2.571866817,135447
166,EÓN,Zona 10,14.597587,-90.5135,2698.862069,126389.8966,47.17241379,15,1,117,2,2,1.672413793,1.344827586,0.10462763,3.288258829,0.602690211,0.460142149,0.273502294,0.24021099,0.150739419,0.371017777,0.023805168,0.101906563,0.06730546,0.036373282,1.570909139,0.358137667,7700
167,Epic15 Torre 1,Zona 15,14.615145,-90.497478,2105.380952,165651.5238,80.38809524,9,2,44,2,2.619047619,1.904761905,1.952380952,1.41506054,1.853991571,1.031289293,1.766845749,0.568905937,0.435551358,0.163945149,0.653276368,0.593282602,1.641304658,0.520486187,0.798891845,0.478417906,0.51833079,11192
168,Epic15 Torre 2,Zona 15,14.615145,-90.497478,2221.425,151330.125,68.95975,9,2,46,2,2.025,1.7,1.725,1.41506054,1.853991571,1.031289293,1.766845749,0.568905937,0.435551358,0.163945149,0.653276368,0.593282602,1.641304658,0.520486187,0.798891845,0.478417906,0.51833079,11192
169,Etxeverría,Zona 1,14.640697,-90.511632,1405.344828,92865.05172,66.00155172,5,1,12,1,1.982758621,1,1.568965517,3.227568724,0,0.130172431,0.10170262,0.138002533,0.344265273,0.123897114,0.050953533,0.070876408,0.045952315,0.086477684,0.068706016,1.029957155,0.231777248,46215
170,Evolú Desing Lofts,Zona 15,14.58753779,-90.49053576,2531.25,170473.6667,67.49833333,14,1,74,2,1.666666667,1.791666667,1.666666667,1.816996746,4.616578543,3.06295675,0.939031556,0.140323505,0.230456653,0.319718142,0.088876754,0.329330027,1.516984696,0.271557205,0.131741858,2.210359857,0.089356159,11192
171,Fabra,Zona 10,14.610497,-90.506234,1870.772727,157846.9318,84.70227273,12,1,91,2,2.181818182,1.75,1.136363636,0.441628549,1.971056894,1.079144421,0.846948092,0.056948744,0.073470312,0.111628107,0.065575837,0.403236622,0.681577313,0.131865182,0.447336485,0.517809506,0.102674948,7700
172,Ferrara 10,Zona 10,14.589909,-90.49863,1676.195652,175080.7391,104.946087,10,1,47,2,1.956521739,1.72826087,1.652173913,1.014483117,4.135784051,2.230193541,0.420664461,0.46292949,0.68647679,0.555543539,0.392855198,0.139235866,0.676546511,0.334358173,0.081697948,1.607968258,0.317173144,7700
173,Fiamene,Zona 10,14.60445,-90.5141,2430.5,88910.5,39.5,24,1,170,2,2,1.5,0.5,0,2.618981501,0.418869212,0.081621564,0.169356526,0.205590911,0.237750779,0.152901508,0.108855904,0.142022687,0.127946188,0.129782548,0.98447224,0.169567913,7700
174,Fontainebleau,Zona 15,14.593209,-90.491329,2184.561798,199464.5618,92.91386517,10,1,62,2,2.247191011,2.146067416,1.831460674,1.495080294,4.065816584,2.857078192,1.208867466,0.184127501,0.349081494,0.555161196,0.175570904,0.397249505,1.41587972,0.23558459,0.230843624,2.39437219,0.182710163,11192
175,France 16,Zona 16,14.600794,-90.466504,1538.777778,132125.5556,86.44444444,7,1,37,2,2.222222222,1.944444444,1.333333333,3.919770274,5.11680573,3.877010215,1.864532203,0.460518492,1.89324436,1.435489706,0.743240834,1.854344467,4.002925544,2.127684568,0.478053761,3.316533238,0.427225775,38996
176,Garces de La Villa,Zona 14,14.57365,-90.52056,1832.483871,147366.5484,85.237,8,2,96,2,2.935483871,2,1.419354839,2.597782772,5.76131031,0.343883259,1.714057306,0.372920451,0.538721485,0.535020093,0.278243115,0.627422274,1.195112496,0.414797761,0.749349647,0.778307135,1.306872943,16390
177,Gardenias,Zona 16,14.61722,-90.4886,2446,455575.1034,186.2872414,6,1,33,2,2.724137931,3,2,2.290269171,2.36619647,1.195189812,2.346006875,0.497317246,0.887485756,0.710564387,0.115111268,0.641674013,2.50172288,0.801661901,0.456073673,0.900060342,0.438672917,38996
178,Gaura,Zona 15,14.591309,-90.491247,2562.666667,258533.3333,101.3333333,21,2,119,4,2,1.666666667,2,1.570484417,4.242201865,2.913598226,1.089550893,0.242412229,0.168766355,0.624894394,0.067957197,0.502234372,1.406762738,0.130920151,0.050911436,2.302592811,0.077419089,11192
179,Genesis Urbana,Zona 12,14.6025861,-90.5436083,1512.285714,113554.4286,75.14285714,10,3,96,4,3,2,1.785714286,2.470084505,3.615967969,0.260223913,0.25121076,0.130823569,0.139847632,0.640097725,0.741046341,0.322302084,0.553355469,0.312535313,0.061933197,0.238136497,0.257953919,28595
180,Granada de Cayalá,Zona 16,14.6001561,-90.48684424,1656.5,333911.5,202,6,2,49,2,2.5,2.5,2,1.889418089,3.691639046,2.764580125,1.903402825,0.128484451,0.88147395,0.515153531,0.324087937,0.339721645,2.062215699,0.462394605,0.763835466,2.251555261,0.38540162,11192
181,Granat,Zona 4,14.618849,-90.515,2406.244444,199744.7333,84.13844444,16,1,68,4,2.8,1.844444444,1.844444444,1.019176589,1.209357374,0.115136721,0.049524478,0.079734859,0.095068803,0.164165004,0.0551222,0.014619806,0.124693126,0.107819147,0.04720675,0.357467046,0.061274851,2375
182,Habitat 10 Ciudad Vieja,Zona 10,14.603477,-90.511527,2051.666667,190833.3333,93,12,1,90,2,2,2,1,0,2.67803514,0.679347962,0.014864981,0.111217624,0.0331072,0.255283804,0.249945986,0.02274538,0.200076151,0.096442329,0.053092645,1.241889653,0.103967231,7700
183,Histórico 1,Zona 1,14.646257,-90.504078,1183.163636,68023.25455,57.60872727,7,2,168,2,2.036363636,1.690909091,1.509090909,3.926460732,0.052004789,0.191165536,0.081580535,0.128581942,0.372414559,0.175324181,0.060714803,0.363296276,0.526032215,0.369058918,0.769209547,1.259677657,0.48753075,46215
184,Ikaria,Zona 15,14.58748,-90.4871,1977.666667,231586.3,117.4133333,14,1,61,2,2.5,2.5,2,2.113115115,4.765691046,3.403874757,1.138224572,0.084396987,0.407081277,0.136677184,0.023381049,0.081682503,1.854334907,0.253336753,0.229679892,2.534591117,0.181310204,11192
185,Ikonia,Zona 14,14.579225,-90.5195,2884.272727,406317.4545,141.6340909,17,1,84,2,2.568181818,3.079545455,2.113636364,2.03113025,5.194185035,0.489673901,1.209847824,0.395555184,0.104915171,0.145434157,0.187365415,0.071501342,0.649049351,0.363755529,0.341999381,0.730458531,0.797026109,16390
